Decade,Date,Time,Location,Operator,Flight_Num,Route,Ac_Type,Registration,Cn_Ln,Aboard,Fatalities,Ground,Summary,Aboard_Total,Fatalities_Total,Operator_vs_Military,Country_location,Code,Country_Geopy,State_Code
2000,2003-09-19,1710,"Del Rio, Texas",Ameristar Jet Charter,982,El Paso - Del Rio,Learjet 25B,N666TW,25-116,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,"After touching down the aircraft did not brake correctly and overran the runway, crashed into a cemetery and burst into flames. The pilot's misjudged distance and speed during the approach to landing, and his failure to obtain the proper touchdown point resulting in an overrun. A contributing factor was the pilot's failure to abort the landing.",2,1,Ameristar Jet Charter,"{'place_id': 304363789, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 6587587, 'lat': '29.357515', 'lon': '-100.8987707', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4881337308, 'addresstype': 'city', 'name': 'Del Rio', 'display_name': 'Del Rio, Val Verde County, Texas, United States', 'boundingbox': ['29.3251649', '29.4283589', '-100.9364356', '-100.8018678']}",USA,"Texas, United States",TX
2000,2003-09-20,1955,"Near Meadview, Arizona",Sundance Helicopters,,Sightseeing,Aerospatiale AS350BA,N270SH,1864,"{'total': 7, 'passengers': 6, 'crew': 1}","{'total': 7, 'passengers': 6, 'crew': 1}",0.0,"The sightseeing helicopter, headed for the bottom of the Grand Canyon, hit the face of a cliff and crashed in rugged terrain killing all aboard. Tourists were supposed to board a pontoon boat when the accident occurred 2/3 of the way down the canyon. The pilot's disregard of safe flying procedures and misjudgment of the helicopter's proximity to terrain. Contributing to the accident was the failure of Sundance Helicopters and the FAA to provide adequate surveillance of Sundance's air tour operations in Descent Canyon.",7,7,Sundance Helicopters,"{'place_id': 318164494, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 162018, 'lat': '34.395342', 'lon': '-111.763275', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7237994925, 'addresstype': 'state', 'name': 'Arizona', 'display_name': 'Arizona, United States', 'boundingbox': ['31.3322135', '37.0038722', '-114.8183584', '-109.0451310']}",USA,"Arizona, United States",AZ
2000,2003-10-29,0851,"Cody, Wyoming",FedEx,8773,Casper - Cody,Cessna 208B Caravan I Super Cargomaster,N791FE,208-0289,"{'total': 1, 'passengers': 0, 'crew': 1}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,"While on approach after an 18 minute holding pattern the cargo plane crashed in a snowstorm on a highway  before coming to rest in Alkali Lake located short of runway. The pilot's failure to maintain aircraft control. Contributing factors include the pilot's failure to divert to an alternate airport, an inadvertent stall, and the snow and icing conditions.",1,1,FedEx,"{'place_id': 315887127, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 252306, 'lat': '44.5263107', 'lon': '-109.056392', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4567547457, 'addresstype': 'city', 'name': 'Cody', 'display_name': 'Cody, Park County, Wyoming, United States', 'boundingbox': ['44.4898130', '44.5513120', '-109.1204750', '-109.0057553']}",USA,"Wyoming, United States",WY
2000,2003-11-29,0801,"Spokane, Washington",Ameriflight,1996,Seattle - Spokane,Swearingen SA227AT Merlin IVC,N439AF,AT-439B,"{'total': 1, 'passengers': 0, 'crew': 1}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,"The cargo plane struck trees one mile short of the runway. The pilot-in-command's failure to maintain proper glidepath alignment during an ILS approach in poor weather resulting in collision with trees and terrain. Contributing factors were the unreliable status of the primary (NAV 1) ILS receiver (leaving the pilot with only the secondary (NAV 2) ILS receiver), the low ceilings and trees.",1,1,Ameriflight,"{'place_id': 314710131, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 237599, 'lat': '47.6571934', 'lon': '-117.42351', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5625699376000001, 'addresstype': 'city', 'name': 'Spokane', 'display_name': 'Spokane, Spokane County, Washington, United States', 'boundingbox': ['47.5867785', '47.7587975', '-117.6039994', '-117.3038581']}",USA,"Washington, United States",WA
2000,2003-12-23,0913,"Helendale, California",Pavair,,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,N600XJ,24B-190,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",2,2,Pavair,"{'place_id': 377029149, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 16838077, 'lat': '34.7438754', 'lon': '-117.324492', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.38753581, 'addresstype': 'locality', 'name': 'Helendale', 'display_name': 'Helendale, San Bernardino County, California, United States', 'boundingbox': ['34.6695600', '34.7767306', '-117.3687691', '-117.3212614']}",USA,"California, United States",CA
2010,2017-05-05,653,"Charleston, West Virginia",Air Cargo Carriers,,Louisville - Charleston,Shorts 300-200,N334AC,SH-3029,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine. The flight crew's improper decision to conduct a circling approach contrary to the operator's standard operating procedures and the captain's excessive descent rate and maneuvering during the approach, which led to inadvertent, uncontrolled contact with the ground.",2,2,Air Cargo Carriers,"{'place_id': 325867991, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 240031, 'lat': '38.3505995', 'lon': '-81.6332812', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5381928828, 'addresstype': 'city', 'name': 'Charleston', 'display_name': 'Charleston, Kanawha County, West Virginia, United States', 'boundingbox': ['38.2811390', '38.4042658', '-81.7277770', '-81.5594570']}",USA,"West Virginia, United States",WV
2010,2017-07-10,1600,"Near Itta Bena, Mississipi",USMC,,"Cherry Point, NC - El Centro, CA",Lockheed KC-130T Hercules,165000,382-5303,"{'total': 16, 'passengers': 14, 'crew': 2}","{'total': 16, 'passengers': 14, 'crew': 2}",0.0,"While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller.",16,16,USMC,"{'place_id': 321173572, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 161943, 'lat': '32.9715285', 'lon': '-89.7348497', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7003917785, 'addresstype': 'state', 'name': 'Mississippi', 'display_name': 'Mississippi, United States', 'boundingbox': ['30.1436769', '34.9960168', '-91.6550090', '-88.0977945']}",USA,"Mississippi, United States",MS
2010,2013-01-02,2057,"Near Clear Lake, Iowa",Med-Trans Corporaion,,Mercy Hospital - Palo Alto Couonty Hospital,Bell 407,N445MT,53959,"{'total': 3, 'passengers': 2, 'crew': 1}","{'total': 3, 'passengers': 2, 'crew': 1}",0.0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.",3,3,Med-Trans Corporaion,"{'place_id': 28070677, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 161650, 'lat': '41.9216734', 'lon': '-93.3122705', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7218839539, 'addresstype': 'state', 'name': 'Iowa', 'display_name': 'Iowa, United States', 'boundingbox': ['40.3756007', '43.5011589', '-96.6397162', '-90.1400610']}",USA,"Iowa, United States",IA
2010,2013-03-08,0815,"Near Dillingham, Alaska",Ace Air Cargo,51,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",2,2,Ace Air Cargo,"{'place_id': 173298455, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1116270, 'lat': '64.4459613', 'lon': '-149.680909', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7211125073, 'addresstype': 'state', 'name': 'Alaska', 'display_name': 'Alaska, United States', 'boundingbox': ['51.0070029', '71.5889534', '-180.0000000', '180.0000000']}",USA,"Alaska, United States",AK
2010,2013-07-06,1138,"San Francisco, California",Asiana Airlines,214,Shanghai - Seoul - San Francisco,Boeing B-777-28EER,HL7742,29171/553,"{'total': 307, 'passengers': 291, 'crew': 16}","{'total': 3, 'passengers': 3, 'crew': 0}",0.0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.",307,3,Asiana Airlines,"{'place_id': 312148942, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 111968, 'lat': '37.7792588', 'lon': '-122.4193286', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.7251309464, 'addresstype': 'city', 'name': 'San Francisco', 'display_name': 'San Francisco, California, United States', 'boundingbox': ['37.6403143', '37.9298110', '-123.1738250', '-122.2814790']}",USA,"California, United States",CA
2010,2013-07-07,1120,"Soldotna, Alaksa",Rediske Air,,Soldotna - Bear Lodge,de Havilland Canada DHC-3T,N93PC,280,"{'total': 10, 'passengers': 9, 'crew': 1}","{'total': 10, 'passengers': 9, 'crew': 1}",0.0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operator’s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall.",10,10,Rediske Air,"{'place_id': 313413157, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 608196041, 'lat': '47.8456227', 'lon': '-121.6432268', 'class': 'highway', 'type': 'service', 'place_rank': 27, 'importance': 0.07501000000000001, 'addresstype': 'road', 'name': 'Alaksa', 'display_name': 'Alaksa, Snohomish County, Washington, 98251, United States', 'boundingbox': ['47.8453604', '47.8456227', '-121.6433289', '-121.6432268']}",USA,"Washington, United States",WA
2010,2013-08-14,0449,"Birmingham, Alabama",United Parcel Service,1354,Louisville - Birmingham,Airbus A300F-622R,N155UP,841,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crew’s failure to properly configure and verify the flight management computer for the profile approach. The captain’s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured.",2,2,United Parcel Service,"{'place_id': 328358785, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 111031, 'lat': '33.5206824', 'lon': '-86.8024326', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5569828868, 'addresstype': 'city', 'name': 'Birmingham', 'display_name': 'Birmingham, Jefferson County, Alabama, United States', 'boundingbox': ['33.3842122', '33.6785907', '-87.1226449', '-86.5783119']}",USA,"Alabama, United States",AL
2000,2007-03-08,1500,"Princeville, Hawaii",Heli-USA Airways,,Sightseeing,Aerospatiale AS350BA Rotocraft,N354NT,1168,"{'total': 7, 'passengers': 6, 'crew': 1}","{'total': 4, 'passengers': 3, 'crew': 1}",0.0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations.",7,4,Heli-USA Airways,"{'place_id': 32685506, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 150917257, 'lat': '22.223611', 'lon': '-159.485278', 'class': 'place', 'type': 'village', 'place_rank': 19, 'importance': 0.32240577540000004, 'addresstype': 'village', 'name': 'Princeville', 'display_name': 'Princeville, Kauaʻi County, Hawaii, 96722, United States', 'boundingbox': ['22.2036110', '22.2436110', '-159.5052780', '-159.4652780']}",USA,"Hawaii, United States",HI
2000,2007-03-11,2320,"Hanea, Kauai, Hawaii",Inter-Island,,,Mc Donnell Douglas 369FF Rotocraft,N911VC,0049FF,"{'total': 5, 'passengers': 4, 'crew': 1}","{'total': 1, 'passengers': 1, 'crew': 0}",0.0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation.",5,1,Inter-Island,"{'place_id': 32743276, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 166563, 'lat': '19.593801499999998', 'lon': '-155.42837009716908', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7204326434, 'addresstype': 'state', 'name': 'Hawaii', 'display_name': 'Hawaii, United States', 'boundingbox': ['18.8654600', '28.5172690', '-178.4435930', '-154.7557920']}",USA,"Hawaii, United States",HI
2000,2007-06-04,1604,"Near Milwaukee, Wisconson",University of Michigan Health System,,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,N550BP,550-0246,"{'total': 6, 'passengers': 4, 'crew': 2}","{'total': 6, 'passengers': 4, 'crew': 2}",0.0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident. The pilot's mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane. The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem. By allowing their airplane's speed to increase while engaging in poorly coordinated troubleshooting efforts, the pilots allowed and abnormal situation to escalate to an emergency.",6,6,University of Michigan Health System,"{'place_id': 294447833, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 13441829, 'lat': '29.938388', 'lon': '-89.944952', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.10001, 'addresstype': 'road', 'name': 'Wisconson Street', 'display_name': 'Wisconson Street, Meraux, Chalmette, Saint Bernard Parish, Louisiana, 70043, United States', 'boundingbox': ['29.9383880', '29.9385820', '-89.9454730', '-89.9449520']}",USA,"Louisiana, United States",LA
2000,2007-07-24,1405,"Rudyerd Bay, Alaska",Taquan Air Service,,Sightseeing,de Havilland DHC-2 MK.1 Beaver,N995WA,1100,"{'total': 5, 'passengers': 4, 'crew': 1}","{'total': 5, 'passengers': 4, 'crew': 1}",0.0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator.",5,5,Taquan Air Service,"{'place_id': 32567944, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 369148475, 'lat': '55.5897222', 'lon': '-130.7458333', 'class': 'natural', 'type': 'bay', 'place_rank': 22, 'importance': 0.20001000000000002, 'addresstype': 'bay', 'name': 'Rudyerd Bay', 'display_name': 'Rudyerd Bay, Ketchikan Gateway, Alaska, United States', 'boundingbox': ['55.5896722', '55.5897722', '-130.7458833', '-130.7457833']}",USA,"Alaska, United States",AK
2000,2007-08-16,2316,"Near Ketchikan, Alaska",SeaWind Aviation,,Sightseeing,de Havilland Canada DHC-2 Beaver,N345KA,1306,"{'total': 10, 'passengers': 9, 'crew': 1}","{'total': 6, 'passengers': 6, 'crew': 0}",0.0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground.",10,6,SeaWind Aviation,"{'place_id': 173298455, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1116270, 'lat': '64.4459613', 'lon': '-149.680909', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7211125073, 'addresstype': 'state', 'name': 'Alaska', 'display_name': 'Alaska, United States', 'boundingbox': ['51.0070029', '71.5889534', '-180.0000000', '180.0000000']}",USA,"Alaska, United States",AK
2000,2007-12-03,1718,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,"{'total': 4, 'passengers': 3, 'crew': 1}","{'total': 4, 'passengers': 3, 'crew': 1}",0.0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system.",4,4,"Evergreen Alaska Helicopters, Inc.","{'place_id': 173298455, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1116270, 'lat': '64.4459613', 'lon': '-149.680909', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7211125073, 'addresstype': 'state', 'name': 'Alaska', 'display_name': 'Alaska, United States', 'boundingbox': ['51.0070029', '71.5889534', '-180.0000000', '180.0000000']}",USA,"Alaska, United States",AK
2000,2007-12-05,0648,"Columbus, Ohio",Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,"{'total': 2, 'passengers': 1, 'crew': 1}","{'total': 2, 'passengers': 1, 'crew': 1}",0.0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions.",2,2,Castle Aviation,"{'place_id': 383705205, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 182706, 'lat': '39.9622601', 'lon': '-83.0007065', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.6294399107, 'addresstype': 'city', 'name': 'Columbus', 'display_name': 'Columbus, Franklin County, Ohio, United States', 'boundingbox': ['39.8086936', '40.1573082', '-83.2101797', '-82.7713119']}",USA,"Ohio, United States",OH
2000,2006-02-05,1653,"Near Watertown, Wisconson",Air Cargo Carriers,,,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,"{'total': 3, 'passengers': 1, 'crew': 2}","{'total': 3, 'passengers': 1, 'crew': 2}",0.0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation.",3,3,Air Cargo Carriers,"{'place_id': 294447833, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 13441829, 'lat': '29.938388', 'lon': '-89.944952', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.10001, 'addresstype': 'road', 'name': 'Wisconson Street', 'display_name': 'Wisconson Street, Meraux, Chalmette, Saint Bernard Parish, Louisiana, 70043, United States', 'boundingbox': ['29.9383880', '29.9385820', '-89.9454730', '-89.9449520']}",USA,"Louisiana, United States",LA
2000,2006-02-08,1212,"Near Paris, Tennessee",TriCoastal Air,,"Dayton, Ohio -",Swearingen SA.226TC Metro II,N629EK,TC-396,"{'total': 1, 'passengers': 0, 'crew': 1}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,"The pilot of the cargo flight reported he had an asymmetric fuel condition. The pilot  asked for a lower altitude and controllers cleared the flight to 4,000 feet. About a minute later the pilot transmitted six ""Maydays."" The airplane then descended in  a near vertical dive until it crashed into a pasture. The pilot's inflight loss of control following a reported fuel asymmetry condition for undetermined reasons.",1,1,TriCoastal Air,"{'place_id': 327458731, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 161838, 'lat': '35.7730076', 'lon': '-86.2820081', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7202681053000001, 'addresstype': 'state', 'name': 'Tennessee', 'display_name': 'Tennessee, United States', 'boundingbox': ['34.9829380', '36.6781180', '-90.3102980', '-81.6472191']}",USA,"Tennessee, United States",TN
2000,2006-08-04,0930,"Near Pownal, Vermont",AirNow,59,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,"{'total': 1, 'passengers': 0, 'crew': 1}","{'total': 1, 'passengers': 0, 'crew': 1}",0.0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds.",1,1,AirNow,"{'place_id': 10259364, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 60759, 'lat': '44.5990718', 'lon': '-72.5002608', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.6908779874000001, 'addresstype': 'state', 'name': 'Vermont', 'display_name': 'Vermont, United States', 'boundingbox': ['42.7269600', '45.0166650', '-73.4377400', '-71.4653860']}",USA,"Vermont, United States",VT
2000,2006-08-27,0607,"Lexington, Kentucky",Comair,5191,Lexington - Atlanta,Canadair CRJ-200ER,N431CA,7472,"{'total': 50, 'passengers': 47, 'crew': 3}","{'total': 49, 'passengers': 47, 'crew': 2}",0.0,"The jet commuter was the third of three airplanes to take off that morning. The previous two planes took off from Runway 22 without any problems. The flightcrew was cleard to taxi to Runway 22 and subsequently cleared for takeoff. However, flight 5191 used Runway 26, which is about half the length of Runway 22. The plane accelerated to 137 knots befoe it ran off the end of the runway, ran through an airport perimeter fence and impacted trees on an adjacent horse farm and burst into flames. The takeoff sequence took about 36 seconds.  The aircraft was still on the ground as the plane ran off the runway.The plane came to rest about 1,800 feet past the runway. It was dark with light rain at the time of the accident. The copilot was at the controls but it was the captain who taxied the plane into position for take off. The copilot was the lone survivor. The flight crew's failure to use available cues and aids to identify the airplane's location on the airport surface during taxi and their failure to cross check and verify that the airplane was on the correct runway before takeoff. Contributing to this accident were the flight crew's nonpertinent conversation during taxi, which resulted in loss of positional awareness and the Federal Aviation Administration's failure to require that all runway crossings be authorized only by specific air traffic control clearances.",50,49,Comair,"{'place_id': 325603690, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 11078268, 'lat': '38.0464066', 'lon': '-84.4970393', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5818846699, 'addresstype': 'city', 'name': 'Lexington', 'display_name': 'Lexington, Fayette County, Kentucky, United States', 'boundingbox': ['37.8452952', '38.2114040', '-84.6601308', '-84.2827150']}",USA,"Kentucky, United States",KY
2000,2006-12-10,0200,"Cajon Pass, California",Air ambulance - Mercy Air Services,,Loma Linda - Victorville,Bell 412,N410MA,33125,"{'total': 3, 'passengers': 0, 'crew': 3}","{'total': 3, 'passengers': 0, 'crew': 3}",0.0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain.",3,3,Air ambulance - Mercy Air Services,"{'place_id': 308955719, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7450403972, 'lat': '34.3252897', 'lon': '-117.4286824', 'class': 'natural', 'type': 'saddle', 'place_rank': 22, 'importance': 0.3557077643, 'addresstype': 'saddle', 'name': 'Cajon Pass', 'display_name': 'Cajon Pass, San Bernardino County, California, United States', 'boundingbox': ['34.3252397', '34.3253397', '-117.4287324', '-117.4286324']}",USA,"California, United States",CA
1920,1928-01-08,,"Near Canajoharie, New York",Colonial Western Airlines,,Minola - Albany - Buffalo,Fairchild FC-2,NC3780,39,"{'total': 3, 'passengers': 1, 'crew': 2}","{'total': 3, 'passengers': 1, 'crew': 2}",0.0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,3,3,Colonial Western Airlines,"{'place_id': 371663561, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 175905, 'lat': '40.7127281', 'lon': '-74.0060152', 'class': 'boundary', 'type': 'administrative', 'place_rank': 10, 'importance': 0.8175766115, 'addresstype': 'city', 'name': 'New York', 'display_name': 'New York, United States', 'boundingbox': ['40.4765780', '40.9176300', '-74.2588430', '-73.7002330']}",USA,"New York, United States",NY
